,col,cluter0_q3,cluter0_q1,shape_c0_q3,shape_c0_q1,cv_q3_c0,cv_q1_c0,label,median_0,cluter2_q3,cluter2_q1,shape_c2_q3,shape_c2_q1,cv_q3_c2,cv_q1_c2,median_2,cluter1_q3,cluter1_q1,shape_c1_q3,shape_c1_q1,cv_q3_c1,cv_q1_c1,median_1,Q3,Q1,max_q3_equa,min_q3_equa,max_q1_equa,min_q1_equa
7476,['end_C' 'D_change' 'CP_change' 'CP_percent' 'C_percent' 'OOA_percent'],[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
7475,['end_C' 'D_change' 'CP_change' 'D_percent' 'B_percent' 'C_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
17181,"['end_C' 'D_change' 'B_change' 'CP_change' 'B_percent' 'CP_percent'
 'OOA_percent']",[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,159.45083333333335,63.99120370370372,10.572037037037035,1.9607407407407405
7473,['end_C' 'D_change' 'CP_change' 'C_change' 'B_percent' 'C_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
7471,['end_C' 'D_change' 'B_change' 'D_percent' 'CP_percent' 'OOA_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
7469,['end_C' 'D_change' 'B_change' 'C_change' 'CP_percent' 'OOA_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[2 2 2 ... 0 0 0],14.6775,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,145.99194444444444,8.132222222222222,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
2638,['end_C' 'B_change' 'CP_change' 'C_percent' 'OOA_percent'],[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
2637,['end_C' 'B_change' 'CP_change' 'D_percent' 'CP_percent'],[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
7465,['end_C' 'D_change' 'B_change' 'CP_change' 'C_change' 'B_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
7487,['end_C' 'B_change' 'C_change' 'D_percent' 'B_percent' 'C_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,438.4427777777778,76.43240740740741,9.300648148148147,1.6235185185185184
2625,['end_C' 'D_change' 'B_change' 'CP_change' 'C_change'],[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
7485,['end_C' 'B_change' 'CP_change' 'D_percent' 'C_percent' 'OOA_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,438.4427777777778,76.43240740740741,9.300648148148147,1.6235185185185184
7483,['end_C' 'B_change' 'CP_change' 'C_change' 'C_percent' 'OOA_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,438.4427777777778,76.43240740740741,9.300648148148147,1.6235185185185184
17183,"['end_C' 'D_change' 'B_change' 'C_change' 'D_percent' 'B_percent'
 'C_percent']",[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,438.4427777777778,76.43240740740741,9.300648148148147,1.6235185185185184
2626,['end_C' 'D_change' 'B_change' 'C_change' 'D_percent'],[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
7482,['end_C' 'B_change' 'CP_change' 'C_change' 'D_percent' 'CP_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[1 1 1 ... 2 2 2],24.6625,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,438.4427777777778,76.43240740740741,9.300648148148147,1.6235185185185184
2628,['end_C' 'D_change' 'B_change' 'B_percent' 'OOA_percent'],[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
15,['end_C' 'CP_change'],[92.125],[7.90527778],"[array([57,  7])]","[array([57,  7])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70,  7])]","[array([70,  7])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,   7])]","[array([142,   7])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
2651,['end_C' 'D_percent' 'B_percent' 'C_percent' 'OOA_percent'],[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,369.40648148148153,77.165,14.97212962962963,1.4363888888888894
17183,"['end_C' 'D_change' 'B_change' 'C_change' 'D_percent' 'B_percent'
 'OOA_percent']",[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
7472,['end_C' 'D_change' 'B_change' 'CP_percent' 'C_percent' 'OOA_percent'],[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,76.43240740740741,9.296481481481482,1.763333333333333
7478,['end_C' 'D_change' 'C_change' 'D_percent' 'B_percent' 'CP_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
140,['end_C' 'D_change' 'C_change'],[157.44034722],[5.44659722],"[array([70,  8])]","[array([70,  8])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57,  8])]","[array([57,  8])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,   8])]","[array([142,   8])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
7469,['end_C' 'D_change' 'B_change' 'C_change' 'B_percent' 'C_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[2 2 2 ... 0 0 0],14.6775,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,145.99194444444444,8.132222222222222,148.18083333333334,76.43240740740741,9.296481481481482,1.763333333333333
7479,['end_C' 'D_change' 'C_change' 'B_percent' 'C_percent' 'OOA_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
141,['end_C' 'B_change' 'C_change'],[157.44034722],[5.44659722],"[array([70,  8])]","[array([70,  8])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57,  8])]","[array([57,  8])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,   8])]","[array([142,   8])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
17194,"['end_C' 'B_change' 'CP_change' 'C_change' 'D_percent' 'B_percent'
 'OOA_percent']",[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
17194,"['end_C' 'B_change' 'CP_change' 'C_change' 'D_percent' 'CP_percent'
 'OOA_percent']",[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
32957,"['end_C' 'D_change' 'B_change' 'CP_change' 'C_change' 'D_percent'
 'B_percent' 'OOA_percent']",[157.44034722],[5.44659722],"[array([70, 13])]","[array([70, 13])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 13])]","[array([57, 13])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  13])]","[array([142,  13])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,369.40648148148153,62.34064814814815,9.304259259259256,1.4363888888888894
17187,"['end_C' 'D_change' 'CP_change' 'C_change' 'D_percent' 'B_percent'
 'OOA_percent']",[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],[2 2 2 ... 0 0 0],14.6775,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,145.99194444444444,8.132222222222222,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
16,['end_C' 'B_percent'],[47.94638889],[1.80611111],"[array([142,   7])]","[array([142,   7])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57,  7])]","[array([57,  7])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70,  7])]","[array([70,  7])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,159.45083333333335,63.99120370370372,10.572037037037035,1.9607407407407405
17183,"['end_C' 'D_change' 'B_change' 'C_change' 'D_percent' 'C_percent'
 'OOA_percent']",[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
17191,"['end_C' 'D_change' 'C_change' 'D_percent' 'B_percent' 'CP_percent'
 'OOA_percent']",[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
17180,"['end_C' 'D_change' 'B_change' 'CP_change' 'D_percent' 'B_percent'
 'C_percent']",[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
17178,"['end_C' 'D_change' 'B_change' 'CP_change' 'C_change' 'B_percent'
 'C_percent']",[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
17187,"['end_C' 'D_change' 'CP_change' 'C_change' 'D_percent' 'CP_percent'
 'OOA_percent']",[47.94638889],[1.80611111],"[array([142,  12])]","[array([142,  12])]",[94.00070641],[84.84593466],[2 2 2 ... 0 0 0],14.6775,[157.44034722],[5.44659722],"[array([70, 12])]","[array([70, 12])]",[89.27383418],[116.51487142],43.42263888888888,[92.125],[7.90527778],"[array([57, 12])]","[array([57, 12])]",[93.47288665],[99.7148258],24.6625,145.99194444444444,8.132222222222222,148.18083333333334,63.289629629629644,9.296481481481482,1.763333333333333
143,['end_C' 'C_change' 'B_percent'],[92.125],[7.90527778],"[array([57,  8])]","[array([57,  8])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70,  8])]","[array([70,  8])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,   8])]","[array([142,   8])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
2649,['end_C' 'C_change' 'D_percent' 'CP_percent' 'C_percent'],[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,159.45083333333335,63.99120370370372,10.572037037037035,1.9607407407407405
7471,['end_C' 'D_change' 'B_change' 'D_percent' 'B_percent' 'C_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,148.18083333333334,76.43240740740741,9.296481481481482,1.763333333333333
7473,['end_C' 'D_change' 'CP_change' 'C_change' 'D_percent' 'C_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,76.43240740740741,9.296481481481482,1.763333333333333
2649,['end_C' 'C_change' 'D_percent' 'CP_percent' 'OOA_percent'],[92.125],[7.90527778],"[array([57, 10])]","[array([57, 10])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 10])]","[array([70, 10])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  10])]","[array([142,  10])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,148.18083333333334,76.43240740740741,9.296481481481482,1.763333333333333
7476,['end_C' 'D_change' 'CP_change' 'D_percent' 'CP_percent' 'OOA_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
7469,['end_C' 'D_change' 'B_change' 'C_change' 'D_percent' 'OOA_percent'],[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,158.84064814814815,58.11111111111112,10.087777777777779,2.0799074074074073
7469,['end_C' 'D_change' 'B_change' 'C_change' 'B_percent' 'OOA_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[2 2 2 ... 0 0 0],14.6775,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,145.99194444444444,8.132222222222222,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
729,['end_C' 'D_percent' 'B_percent' 'CP_percent'],[157.44034722],[5.44659722],"[array([70,  9])]","[array([70,  9])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57,  9])]","[array([57,  9])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,   9])]","[array([142,   9])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,159.45083333333335,63.99120370370372,10.572037037037035,1.9607407407407405
7471,['end_C' 'D_change' 'B_change' 'D_percent' 'B_percent' 'OOA_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
7473,['end_C' 'D_change' 'CP_change' 'C_change' 'D_percent' 'OOA_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
7478,['end_C' 'D_change' 'C_change' 'D_percent' 'CP_percent' 'C_percent'],[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],[1 1 1 ... 0 0 0],14.6775,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
7482,['end_C' 'B_change' 'CP_change' 'C_change' 'B_percent' 'C_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
7487,['end_C' 'B_change' 'C_change' 'D_percent' 'C_percent' 'OOA_percent'],[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],[2 2 2 ... 1 1 1],24.6625,[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],43.42263888888888,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
7491,['end_C' 'CP_change' 'C_change' 'D_percent' 'B_percent' 'OOA_percent'],[157.44034722],[5.44659722],"[array([70, 11])]","[array([70, 11])]",[89.27383418],[116.51487142],[0 0 0 ... 1 1 1],43.42263888888888,[92.125],[7.90527778],"[array([57, 11])]","[array([57, 11])]",[93.47288665],[99.7148258],24.6625,[47.94638889],[1.80611111],"[array([142,  11])]","[array([142,  11])]",[94.00070641],[84.84593466],14.6775,145.99194444444444,8.132222222222223,355.4468518518518,67.0222222222222,10.699166666666665,1.763333333333333
